,title,genre,studio,number_of_episodes,release_date,content_type,viewer_reviews,source,year
1778,Immoral Guild,"Action, Comedy, Ecchi, Fantasy",TNK,12,2022-10-01,Tv,63.0,AniList,2022.0
1779,Yashahime: Princess Half-Demon,"Action, Adventure, Fantasy",YTV,24,2020-10-01,Tv,65.0,AniList,2020.0
1780,MONOGATARI Series: OFF & MONSTER Season,"Drama, Mystery, Supernatural",Shaft,14,2024-07-01,Ona,86.0,AniList,2024.0
1784,Ms. vampire who lives in my neighborhood.,"Comedy, Slice of Life",Studio Gokumi,12,2018-10-01,Tv,69.0,AniList,2018.0
1785,Little Busters! Refrain,"Drama, Mystery, Supernatural",J.C.STAFF,13,2013-10-01,Tv,80.0,AniList,2013.0
1789,AOKANA: Four Rhythm Across the Blue,"Drama, Sci-Fi, Sports",GONZO,12,2016-01-01,Tv,63.0,AniList,2016.0
1791,Minami-ke,"Comedy, Slice of Life",Daume,13,2007-10-01,Tv,73.0,AniList,2007.0
1794,Mr. Villain's Day Off,"Comedy, Slice of Life",Shin-Ei Animation,12,2024-01-01,Tv,71.0,AniList,2024.0
1795,The Most Heretical Last Boss Queen: From Villainess to Savior,"Comedy, Fantasy, Romance",Mainichi Broadcasting System,12,2023-07-01,Tv,69.0,AniList,2023.0
1797,Baki the Grappler,"Action, Sports",Group TAC,24,2001-01-01,Tv,72.0,AniList,2001.0
1799,Mitsuboshi Colors,"Comedy, Slice of Life",SILVER LINK.,12,2018-01-01,Tv,71.0,AniList,2018.0
1800,Cromartie High School,Comedy,Production I.G,26,2003-10-01,Tv Short,75.0,AniList,2003.0
1803,Glasslip,"Romance, Slice of Life, Supernatural",P.A.WORKS,13,2014-07-01,Tv,48.0,AniList,2014.0
1804,FAIRY TAIL OVA,"Action, Adventure, Comedy, Fantasy",Satelight,5,2011-04-01,Ova,69.0,AniList,2011.0
1805,Super Crooks,"Action, Drama, Thriller",bones,13,2021-11-01,Ona,71.0,AniList,2021.0
1806,RIN ~Daughters of Mnemosyne~,"Action, Ecchi, Horror, Sci-Fi, Supernatural",Xebec,6,2008-02-01,Tv,67.0,AniList,2008.0
1807,Samurai Flamenco,"Action, Comedy",Manglobe,22,2013-10-01,Tv,67.0,AniList,2013.0
1808,Headhunted to Another World: From Salaryman to Big Four!,"Adventure, Comedy, Fantasy",GEEKTOYS,12,2025-01-01,Ona,65.0,AniList,2025.0
1809,Train to the End of the World,"Adventure, Comedy, Sci-Fi, Supernatural",KADOKAWA,12,2024-04-01,Tv,73.0,AniList,2024.0
1810,FLCL Alternative,"Action, Comedy, Mecha, Sci-Fi",Production I.G,6,2018-09-01,Tv,63.0,AniList,2018.0
1811,Kamisama Kiss◎ OVA,"Comedy, Fantasy, Romance, Supernatural",TMS Entertainment,4,2015-08-01,Ova,83.0,AniList,2015.0
1812,Yozakura Quartet: Hana no Uta,"Action, Ecchi, Fantasy, Slice of Life, Supernatural",Tatsunoko Production,13,2013-10-01,Tv,73.0,AniList,2013.0
1813,"The Healer Who Was Banished From His Party, Is, in Fact, the Strongest","Action, Adventure, Fantasy",Studio elle,12,2024-10-01,Tv,57.0,AniList,2024.0
1814,The Disappearance of Nagato Yuki-chan,"Comedy, Romance, Slice of Life",Satelight,16,2015-04-01,Tv,63.0,AniList,2015.0
1815,Maria the Virgin Witch,"Comedy, Fantasy, Romance",Production I.G,12,2015-01-01,Tv,69.0,AniList,2015.0
1816,Strike the Blood III,"Action, Ecchi, Fantasy, Supernatural",CONNECT,10,2018-12-01,Ova,68.0,AniList,2018.0
1818,The Royal Tutor,"Comedy, Slice of Life",Bridge,12,2017-04-01,Tv,72.0,AniList,2017.0
1819,Unlimited Fafnir,"Action, Ecchi, Fantasy, Romance",diomedéa,12,2015-01-01,Tv,57.0,AniList,2015.0
1820,Chrome Shelled Regios,"Action, Adventure, Fantasy, Sci-Fi",Funimation,24,2009-01-01,Tv,68.0,AniList,2009.0
1822,Tomorrow's Joe,"Action, Drama, Slice of Life, Sports",Mushi Production,79,1970-04-01,Tv,81.0,AniList,1970.0
1823,Assault Lily BOUQUET,"Action, Fantasy",Shaft,12,2020-10-01,Tv,62.0,AniList,2020.0
1824,The Sacred Blacksmith,"Action, Adventure, Fantasy",Manglobe,12,2009-10-01,Tv,63.0,AniList,2009.0
1825,The Prince of Tennis,"Action, Comedy, Sports",Production I.G,178,2001-10-01,Tv,75.0,AniList,2001.0
1826,Tokyo ESP,"Action, Fantasy, Supernatural",Xebec,12,2014-07-01,Tv,61.0,AniList,2014.0
1827,Pokémon the Series: Sun & Moon,"Action, Adventure, Comedy, Fantasy, Slice of Life",OLM,146,2016-11-01,Tv,68.0,AniList,2016.0
1828,The Way of the Househusband: Season 2,"Comedy, Slice of Life",J.C.STAFF,5,2023-01-01,Ona,75.0,AniList,2023.0
1829,Ultimate Otaku Teacher,"Comedy, Romance",A-1 Pictures,24,2015-04-01,Tv,63.0,AniList,2015.0
1830,Baki Hanma Season 2,"Action, Sports",TMS Entertainment,27,2023-07-01,Ona,79.0,AniList,2023.0
1831,Inferno Cop,"Action, Comedy",CoMix Wave,13,2012-12-01,Ona,68.0,AniList,2012.0
1832,C3,"Action, Comedy, Ecchi, Supernatural",Starchild Records,12,2011-10-01,Tv,61.0,AniList,2011.0
1833,Magical Destroyers,"Action, Comedy, Ecchi, Mahou Shoujo",Bibury Animation Studios,12,2023-04-01,Tv,60.0,AniList,2023.0
1834,Dies irae,Action,Genco,12,2017-10-01,Tv,48.0,AniList,2017.0
1835,YuruYuri Season 3,"Comedy, Slice of Life",TYO Animations,12,2015-10-01,Tv,78.0,AniList,2015.0
1836,Utawarerumono,"Action, Drama, Fantasy, Sci-Fi",OLM,26,2006-04-01,Tv,73.0,AniList,2006.0
1838,Scarlet Nexus,"Action, Adventure, Fantasy, Sci-Fi, Supernatural",Sunrise,26,2021-07-01,Tv,53.0,AniList,2021.0
1839,Kageki Shojo!!,"Drama, Slice of Life",PINE JAM,13,2021-07-01,Tv,76.0,AniList,2021.0
1841,Durarara!! Specials,"Action, Comedy, Supernatural",Aniplex,2,2010-08-01,Special,75.0,AniList,2010.0
1842,Our Last Crusade or the Rise of a New World Season 2,"Action, Fantasy, Romance",SILVER LINK.,12,2024-07-01,Tv,66.0,AniList,2024.0
1844,Ameku M.D.: Doctor Detective,"Mystery, Slice of Life",Aniplex,12,2025-01-01,Tv,69.0,AniList,2025.0
1845,SAKUGAN,"Adventure, Mecha, Sci-Fi",Satelight,12,2021-10-01,Tv,63.0,AniList,2021.0
1847,The Heike Story,"Drama, Supernatural",Science SARU,11,2021-09-01,Ona,76.0,AniList,2021.0
1848,Food Wars! Shokugeki no Soma OVA,"Comedy, Ecchi",J.C.STAFF,2,2016-05-01,Ova,71.0,AniList,2016.0
1849,Go-toubun no Hanayome∽,"Drama, Romance, Slice of Life",TBS,2,2023-09-01,Special,79.0,AniList,2023.0
1850,Iwakakeru -Sport Climbing Girls-,"Comedy, Drama, Sports",BLADE,12,2020-10-01,Tv,61.0,AniList,2020.0
1851,Sailor Moon R,"Action, Fantasy, Mahou Shoujo, Romance, Supernatural",Toei Animation,43,1993-03-01,Tv,75.0,AniList,1993.0
1854,Doctor Elise: The Royal Lady with the Lamp,"Comedy, Fantasy, Romance",Maho Film,12,2024-01-01,Tv,71.0,AniList,2024.0
1855,Kobato,"Comedy, Drama, Fantasy, Romance",MADHOUSE,24,2009-10-01,Tv,76.0,AniList,2009.0
1856,I Left My A-Rank Party to Help My Former Students Reach the Dungeon Depths!,"Action, Adventure, Comedy, Fantasy",Bandai Namco Pictures,24,2025-01-01,Tv,64.0,AniList,2025.0
1858,The Magical Girl and the Evil Lieutenant Used to Be Archenemies,"Comedy, Fantasy, Mahou Shoujo, Romance",bones,12,2024-07-01,Tv Short,74.0,AniList,2024.0
1859,Lunar Legend Tsukihime,"Action, Horror, Mystery, Romance, Supernatural",J.C.STAFF,12,2003-10-01,Tv,60.0,AniList,2003.0
1860,Dog & Scissors,"Comedy, Supernatural",GONZO,12,2013-07-01,Tv,61.0,AniList,2013.0
1861,Samurai Girls,"Action, Comedy, Ecchi, Romance",Arms,12,2010-09-01,Tv,62.0,AniList,2010.0
1863,Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte,"Comedy, Fantasy, Romance",Tezuka Productions,12,2023-01-01,Tv,70.0,AniList,2023.0
1864,Pokémon Journeys: The Series,"Action, Adventure, Comedy, Fantasy",OLM,136,2019-11-01,Tv,73.0,AniList,2019.0
1865,Yuyushiki,"Comedy, Slice of Life",Kinema Citrus,12,2013-04-01,Tv,72.0,AniList,2013.0
1866,A Bridge to the Starry Skies,"Ecchi, Romance",Dentsu,12,2011-04-01,Tv,62.0,AniList,2011.0
1868,Kuromukuro,"Action, Mecha",P.A.WORKS,26,2016-04-01,Tv,68.0,AniList,2016.0
1869,Scott Pilgrim Takes Off,"Action, Comedy, Drama, Mystery, Romance, Supernatural",Science SARU,8,2023-11-01,Ona,80.0,AniList,2023.0
1870,Outlaw Star,"Action, Adventure, Comedy, Sci-Fi",Sunrise,24,1998-01-01,Tv,74.0,AniList,1998.0
1872,BEASTARS Final Season Part 1,"Drama, Mystery, Psychological, Slice of Life",Orange,12,2024-12-01,Ona,79.0,AniList,2024.0
1873,ROOM CAMP,"Comedy, Slice of Life",C-Station,12,2020-01-01,Tv Short,72.0,AniList,2020.0
1875,Poco's Udon World,"Fantasy, Slice of Life",LIDENFILMS,12,2016-10-01,Tv,75.0,AniList,2016.0
1877,NANBAKA - Part Two,"Action, Comedy, Drama",Satelight,12,2017-01-01,Ona,73.0,AniList,2017.0
1878,Himegoto,"Comedy, Ecchi, Slice of Life",Asahi Production,13,2014-07-01,Tv Short,55.0,AniList,2014.0
1879,Laid-Back Camp Season 3,"Comedy, Slice of Life",8-bit,12,2024-04-01,Tv,80.0,AniList,2024.0
1880,Sailor Moon Crystal,"Action, Fantasy, Mahou Shoujo, Romance",Toei Animation,26,2014-07-01,Ona,67.0,AniList,2014.0
1881,.hack//Sign,"Adventure, Fantasy, Mystery, Sci-Fi",Bee Train,26,2002-04-01,Tv,66.0,AniList,2002.0
1882,Monthly Girls' Nozaki-kun Specials,"Comedy, Romance",Doga Kobo,6,2014-09-01,Special,75.0,AniList,2014.0
1884,Overflow,"Comedy, Hentai, Romance",Studio Houkiboshi,8,2020-01-01,Ona,67.0,AniList,2020.0
1885,Arakawa Under the Bridge x Bridge,"Comedy, Romance",Shaft,13,2010-10-01,Tv,75.0,AniList,2010.0
1887,Saint Cecilia & Pastor Lawrence,"Comedy, Fantasy, Romance, Slice of Life",Doga Kobo,12,2023-07-01,Tv,73.0,AniList,2023.0
1888,Arpeggio of Blue Steel,"Action, Sci-Fi",SANZIGEN,12,2013-10-01,Tv,70.0,AniList,2013.0
1890,Silver Spoon Season 2,"Comedy, Drama, Slice of Life",A-1 Pictures,11,2014-01-01,Tv,81.0,AniList,2014.0
1891,Ghost Hound,"Horror, Mystery, Psychological, Sci-Fi, Supernatural",Production I.G,22,2007-10-01,Tv,70.0,AniList,2007.0
1892,Sekai Ichi Hatsukoi - The World's Greatest First Love,"Comedy, Romance",Studio DEEN,12,2011-04-01,Tv,70.0,AniList,2011.0
1894,Hinako Note,"Comedy, Slice of Life",Passione,12,2017-04-01,Tv,65.0,AniList,2017.0
1896,DEAD DEAD DEMONS DEDEDEDE DESTRUCTION,"Comedy, Drama, Sci-Fi, Slice of Life",Production +h,18,2024-05-01,Ona,79.0,AniList,2024.0
1899,Encouragement of Climb,"Adventure, Comedy, Slice of Life",8-bit,12,2013-01-01,Tv Short,67.0,AniList,2013.0
1900,The World God Only Knows: Tenri Arc,"Comedy, Romance, Supernatural",NBCUniversal Entertainment Japan,2,2012-10-01,Ova,74.0,AniList,2012.0
1901,Senran Kagura: Ninja Flash!,"Action, Ecchi",Artland,12,2013-01-01,Tv,58.0,AniList,2013.0
1902,Last Exile,"Action, Adventure, Sci-Fi",GONZO,26,2003-04-01,Tv,74.0,AniList,2003.0
1903,Yurikuma Arashi,"Drama, Fantasy, Mahou Shoujo, Psychological, Romance",SILVER LINK.,12,2015-01-01,Tv,68.0,AniList,2015.0
1905,Eyeshield 21,"Action, Comedy, Sports",Studio Gallop,145,2005-04-01,Tv,76.0,AniList,2005.0
1906,World Trigger 3rd Season,"Action, Sci-Fi",Toei Animation,14,2021-10-01,Tv,82.0,AniList,2021.0
1907,Strawberry Marshmallow,"Comedy, Slice of Life",Daume,12,2005-07-01,Tv,74.0,AniList,2005.0
1910,UN-GO,"Drama, Mystery, Psychological, Sci-Fi, Supernatural",bones,11,2011-10-01,Tv,70.0,AniList,2011.0
1911,DENKI-GAI,"Comedy, Slice of Life",Shin-Ei Animation,12,2014-10-01,Tv,69.0,AniList,2014.0
1912,Bogus Skill <<Fruitmaster>> ~About that time I became able to eat unlimited numbers of Skill Fruits (that kill you)~,"Action, Adventure, Fantasy",Asahi Production,12,2025-01-01,Tv,57.0,AniList,2025.0
1913,Daily Lives of High School Boys Specials,"Comedy, Slice of Life",Sunrise,6,2012-04-01,Special,76.0,AniList,2012.0
1914,SHY,"Action, Drama",8-bit,12,2023-10-01,Tv,66.0,AniList,2023.0
1915,DAYS,"Comedy, Drama, Sports",MAPPA,24,2016-07-01,Tv,67.0,AniList,2016.0
1916,pet,"Drama, Psychological, Supernatural",Geno Studio,13,2020-01-01,Tv,59.0,AniList,2020.0
1917,A.I.C.O. -Incarnation-,"Action, Sci-Fi",bones,12,2018-03-01,Ona,63.0,AniList,2018.0
1918,HaNaYaMaTa,"Comedy, Slice of Life",MADHOUSE,12,2014-07-01,Tv,71.0,AniList,2014.0
1919,Chrono Crusade,"Action, Romance, Supernatural",GONZO,24,2003-11-01,Tv,71.0,AniList,2003.0
1921,La Storia Della Arcana Famiglia,"Comedy, Romance, Supernatural",J.C.STAFF,12,2012-07-01,Tv,57.0,AniList,2012.0
1922,Dawang Raoming,"Action, Fantasy",Big Firebird Cultural Media,12,2021-12-01,Ona,73.0,AniList,2021.0
1923,Cardcaptor Sakura: Clear Card,"Adventure, Fantasy, Mahou Shoujo, Romance",MADHOUSE,22,2018-01-01,Tv,74.0,AniList,2018.0
1925,Deaimon: Recipe for Happiness,Slice of Life,Encourage Films,12,2022-04-01,Tv,74.0,AniList,2022.0
1926,Maken-Ki! Battling Venus 2,"Action, Ecchi",Xebec,10,2014-01-01,Tv,58.0,AniList,2014.0
1927,Katsugeki TOUKEN RANBU,"Action, Drama, Fantasy",ufotable,13,2017-07-01,Tv,62.0,AniList,2017.0
1929,Alice & Zoroku,"Action, Adventure, Fantasy, Mystery, Sci-Fi, Supernatural",J.C.STAFF,12,2017-04-01,Tv,68.0,AniList,2017.0
1930,Love Live! Nijigasaki High School Idol Club,"Music, Slice of Life",Sunrise,13,2020-10-01,Tv,74.0,AniList,2020.0
1932,DRAMAtical Murder,"Action, Drama, Mystery, Psychological, Sci-Fi",Nitroplus,12,2014-07-01,Tv,54.0,AniList,2014.0
1933,A Good Librarian Like a Good Shepherd,"Comedy, Romance",Hoods Entertainment,12,2014-10-01,Tv,65.0,AniList,2014.0
1935,Lady Oscar: The Rose of Versailles,"Adventure, Drama, Romance",Tokyo Movie Shinsha,40,1979-10-01,Tv,81.0,AniList,1979.0
1936,Girlish Number,"Comedy, Slice of Life",diomedéa,12,2016-10-01,Tv,67.0,AniList,2016.0
1939,Anonymous Noise,"Music, Romance",Brain's Base,12,2017-04-01,Tv,65.0,AniList,2017.0
1940,Chaos;Child,"Horror, Mystery, Psychological, Sci-Fi, Supernatural",SILVER LINK.,13,2017-01-01,Tv,59.0,AniList,2017.0
1941,Baby Steps,"Romance, Sports",Studio Pierrot,25,2014-04-01,Tv,75.0,AniList,2014.0
1942,Miss Kobayashi's Dragon Something,"Comedy, Fantasy, Slice of Life",Kyoto Animation,7,2017-03-01,Special,70.0,AniList,2017.0
1943,Conception,"Action, Adventure, Fantasy, Romance",GONZO,12,2018-10-01,Tv,39.0,AniList,2018.0
1944,The Vampire Dies in No Time,"Comedy, Supernatural",MADHOUSE,12,2021-10-01,Tv,70.0,AniList,2021.0
1947,HUNTER×HUNTER: Greed Island,"Action, Adventure, Fantasy",Nippon Animation,8,2003-02-01,Ova,79.0,AniList,2003.0
1948,Sweet Reincarnation,"Action, Fantasy, Slice of Life",SynergySP,12,2023-07-01,Ona,66.0,AniList,2023.0
1950,Samurai Harem,"Comedy, Ecchi, Romance",AIC,12,2009-01-01,Tv,62.0,AniList,2009.0
1951,Viral Hit,"Action, Comedy",Okuruto Noboru,12,2024-04-01,Tv,71.0,AniList,2024.0
1952,High School Fleet,"Action, Comedy, Slice of Life",Production IMS,12,2016-04-01,Tv,70.0,AniList,2016.0
1953,A Town Where You Live,"Drama, Romance, Slice of Life",GONZO,12,2013-07-01,Tv,64.0,AniList,2013.0
1954,Unlimited Psychic Squad,"Action, Sci-Fi",Manglobe,12,2013-01-01,Tv,72.0,AniList,2013.0
1955,Revenger,Action,Shouchiku,12,2023-01-01,Tv,64.0,AniList,2023.0
1956,The Ancient Magus' Bride: The Boy from the West and the Knight of the Blue Storm,"Drama, Fantasy, Supernatural",Studio Kafka,3,2021-09-01,Ova,75.0,AniList,2021.0
1957,Senpai is an Otokonoko,"Comedy, Drama, Romance",Aniplex,12,2024-07-01,Tv,73.0,AniList,2024.0
1960,Brothers Conflict,Romance,Funimation,12,2013-07-01,Tv,52.0,AniList,2013.0
1962,Code Geass: Rozé of the Recapture,"Action, Drama, Mecha, Sci-Fi, Thriller",Sunrise,12,2024-06-01,Ona,65.0,AniList,2024.0
1963,Kill Me Baby,Comedy,J.C.STAFF,13,2012-01-01,Tv,66.0,AniList,2012.0
1964,Sailor Moon S,"Action, Adventure, Drama, Fantasy, Mahou Shoujo, Romance",Toei Animation,38,1994-03-01,Tv,78.0,AniList,1994.0
1967,Hinomaru Sumo,"Action, Sports",GONZO,24,2018-10-01,Tv,72.0,AniList,2018.0
1969,Celestial Method,"Drama, Fantasy, Slice of Life",Studio 3Hz,13,2014-10-01,Tv,64.0,AniList,2014.0
1972,Basilisk,"Action, Adventure, Drama, Romance",GONZO,24,2005-04-01,Tv,71.0,AniList,2005.0
1973,Isuca,"Action, Comedy, Ecchi, Romance, Supernatural",Arms,10,2015-01-01,Tv,54.0,AniList,2015.0
1974,Ace of the Diamond Second Season,Sports,Production I.G,51,2015-04-01,Tv,82.0,AniList,2015.0
1975,Midori Days,"Comedy, Drama, Ecchi, Romance, Slice of Life, Supernatural",Studio Pierrot,13,2004-04-01,Tv,68.0,AniList,2004.0
1976,Sound! Euphonium 3,"Drama, Music, Slice of Life",Kyoto Animation,13,2024-04-01,Tv,87.0,AniList,2024.0
1977,Steins;Gate: Soumei Eichi no Cognitive Computing,"Comedy, Sci-Fi",WHITE FOX,4,2014-10-01,Ona,72.0,AniList,2014.0
1981,NieR:Automata Ver1.1a Cour 2,"Action, Drama, Fantasy, Psychological, Sci-Fi",Aniplex,12,2024-07-01,Tv,80.0,AniList,2024.0
1982,"Zoku Sayonara, Zetsubou-Sensei",Comedy,Shaft,13,2008-01-01,Tv,77.0,AniList,2008.0
1983,Lupin the 3rd,"Adventure, Comedy",Tokyo Movie Shinsha,23,1971-10-01,Tv,74.0,AniList,1971.0
1984,Golden Kamuy Season 4,"Action, Adventure, Comedy",Brain's Base,13,2022-10-01,Tv,81.0,AniList,2022.0
1986,Tenjho Tenge,"Action, Drama, Ecchi",MADHOUSE,24,2004-04-01,Tv,64.0,AniList,2004.0
1988,Fist of the North Star,"Action, Drama, Sci-Fi",Toei Animation,109,1984-10-01,Tv,75.0,AniList,1984.0
1989,Astarotte's Toy,"Comedy, Ecchi, Fantasy, Romance",diomedéa,12,2011-04-01,Tv,60.0,AniList,2011.0
1990,PSYCHO-PASS 3: First Inspector,"Action, Psychological, Sci-Fi, Thriller",Production I.G,3,2020-03-01,Ona,77.0,AniList,2020.0
1991,Tokyo Mew Mew,"Adventure, Comedy, Fantasy, Mahou Shoujo, Romance, Sci-Fi",Studio Pierrot,52,2002-04-01,Tv,69.0,AniList,2002.0
1992,Pokémon: Black & White,"Action, Adventure, Comedy, Fantasy",TV Tokyo,84,2010-09-01,Tv,62.0,AniList,2010.0
1993,Hozuki's Coolheadedness,"Comedy, Fantasy, Supernatural",WIT STUDIO,13,2014-01-01,Tv,74.0,AniList,2014.0
1995,Seitokai Yakuindomo OVA,"Comedy, Slice of Life",GoHands,8,2011-04-01,Ova,75.0,AniList,2011.0
1997,"Diabolik Lovers Ⅱ : More,blood","Drama, Horror, Romance, Supernatural",ZEXCS,12,2015-09-01,Tv Short,50.0,AniList,2015.0
1998,My Daughter Left the Nest and Returned an S-Rank Adventurer,"Adventure, Fantasy",TYPHOON GRAPHICS,13,2023-09-01,Tv,66.0,AniList,2023.0
1999,Show Me Your Panties While You Give Me That Disgusted Look!,Ecchi,UWAN Pictures,6,2018-07-01,Ova,53.0,AniList,2018.0
2002,Myself; Yourself,"Drama, Romance",Doga Kobo,13,2007-10-01,Tv,66.0,AniList,2007.0
2003,Yasuke,"Action, Fantasy, Mecha, Sci-Fi",MAPPA,6,2021-04-01,Ona,56.0,AniList,2021.0
2005,Yu-Gi-Oh! 5D's,"Action, Sci-Fi",Studio Gallop,154,2008-04-01,Tv,73.0,AniList,2008.0
2008,JORAN THE PRINCESS OF SNOW AND BLOOD,"Action, Supernatural",BAKKEN RECORD,12,2021-03-01,Ona,57.0,AniList,2021.0
2009,Mashiroiro Symphony,"Drama, Romance",Manglobe,12,2011-10-01,Tv,66.0,AniList,2011.0
2010,Dragon Crisis,"Action, Romance, Supernatural",Studio DEEN,12,2011-01-01,Tv,61.0,AniList,2011.0
2011,Romeo x Juliet,"Drama, Fantasy, Romance",GONZO,24,2007-04-01,Tv,71.0,AniList,2007.0
2013,Devil Survivor 2: The Animation,"Action, Supernatural",Mainichi Broadcasting System,13,2013-04-01,Tv,63.0,AniList,2013.0
2015,The Daily Life of a Middle-Aged Online Shopper in Another World,"Ecchi, Fantasy",KADOKAWA,13,2025-01-01,Tv,62.0,AniList,2025.0
2016,The Banished Former Hero Lives as He Pleases,"Action, Adventure, Fantasy, Romance",Studio DEEN,12,2024-04-01,Tv,48.0,AniList,2024.0
2017,The Ancient Magus' Bride Season 2 Part 2,"Drama, Fantasy, Romance, Slice of Life, Supernatural",Studio Kafka,12,2023-10-01,Tv,79.0,AniList,2023.0
2018,"Welcome to Japan, Ms. Elf!","Comedy, Fantasy, Romance, Slice of Life",Zero-G,12,2025-01-01,Tv,72.0,AniList,2025.0
2019,Battle Vixens: Ikki Tousen,"Action, Ecchi",J.C.STAFF,13,2003-07-01,Tv,58.0,AniList,2003.0
2020,The Saint's Magic Power is Omnipotent II,"Fantasy, Romance, Slice of Life",diomedéa,12,2023-10-01,Tv,74.0,AniList,2023.0
2021,Medaka Box Abnormal,"Action, Comedy",Gainax,12,2012-10-01,Tv,71.0,AniList,2012.0
2023,ef ~ A Tale of Melodies,"Drama, Mystery, Psychological, Romance, Supernatural",Shaft,12,2008-10-01,Tv,77.0,AniList,2008.0
2024,Ayakashi Triangle,"Action, Comedy, Ecchi, Romance, Supernatural",Aniplex,12,2023-01-01,Tv,62.0,AniList,2023.0
2025,The King's Avatar S2,"Action, Drama",Colored Pencil Animation,12,2020-09-01,Ona,77.0,AniList,2020.0
2026,Uta no Prince Sama,"Comedy, Music, Romance",A-1 Pictures,13,2011-07-01,Tv,65.0,AniList,2011.0
2029,KENGAN ASHURA Part II,"Action, Sports",Larx Entertainment,12,2019-10-01,Ona,76.0,AniList,2019.0
2030,RADIANT Season 2,"Action, Adventure, Comedy, Fantasy",Lerche,21,2019-10-01,Tv,74.0,AniList,2019.0
2032,Vampire in the Garden,"Action, Adventure, Drama, Fantasy, Music, Sci-Fi",WIT STUDIO,5,2022-05-01,Ona,70.0,AniList,2022.0
2033,As Miss Beelzebub Likes it.,"Comedy, Fantasy, Romance, Slice of Life, Supernatural",LIDENFILMS,12,2018-10-01,Tv,69.0,AniList,2018.0
2034,White Album,"Drama, Music, Romance",Seven Arcs,13,2009-01-01,Tv,61.0,AniList,2009.0
2035,Star Blazers: Space Battleship Yamato 2199,"Action, Drama, Sci-Fi",Xebec,26,2012-04-01,Ova,81.0,AniList,2012.0
2038,Magic Kaito 1412,"Action, Adventure, Comedy, Mystery",A-1 Pictures,24,2014-10-01,Tv,76.0,AniList,2014.0
2039,Freezing Vibration,"Action, Comedy, Drama, Ecchi, Romance, Sci-Fi",Media Factory,12,2013-10-01,Tv,63.0,AniList,2013.0
2040,Mobile Suit Gundam Seed,"Action, Drama, Mecha, Sci-Fi",Sunrise,50,2002-10-01,Tv,72.0,AniList,2002.0
2041,Dance Dance Danseur,"Drama, Romance, Slice of Life, Sports",MAPPA,11,2022-04-01,Tv,76.0,AniList,2022.0
2044,The Mystic Archives of Dantalian,"Action, Mystery, Supernatural",Gainax,12,2011-07-01,Tv,69.0,AniList,2011.0
2045,Strawberry Panic,"Drama, Romance",MADHOUSE,26,2006-04-01,Tv,67.0,AniList,2006.0
2046,The Founder of Diabolism 2,"Action, Adventure, Drama, Fantasy, Mystery, Supernatural",B.CMAY PICTURES,8,2019-08-01,Ona,83.0,AniList,2019.0
2048,Tearmoon Empire,"Drama, Fantasy, Romance",SILVER LINK.,12,2023-10-01,Tv,71.0,AniList,2023.0
2049,"Good Bye, Dragon Life","Action, Adventure, Fantasy",SynergySP,12,2024-10-01,Tv,62.0,AniList,2024.0
2053,Take My Brother Away!,"Comedy, Slice of Life",Fanworks,12,2017-03-01,Ona,72.0,AniList,2017.0
2055,Please☆Teacher!,"Comedy, Drama, Romance, Sci-Fi",Bandai Visual,12,2002-01-01,Tv,66.0,AniList,2002.0
2056,Restaurant to Another World 2,"Fantasy, Slice of Life",OLM,12,2021-10-01,Tv,76.0,AniList,2021.0
2057,The Morose Mononokean,Supernatural,Studio Signpost,13,2016-06-01,Tv,71.0,AniList,2016.0
2060,Macross,"Action, Drama, Mecha, Music, Romance, Sci-Fi",Artland,36,1982-10-01,Tv,75.0,AniList,1982.0
2062,Classroom☆Crisis,"Comedy, Romance, Sci-Fi",Aniplex,13,2015-07-01,Tv,65.0,AniList,2015.0
2063,The Shiunji Family Children,"Comedy, Romance",Doga Kobo,12,2025-04-01,Tv,67.0,AniList,2025.0
2064,Xam'd: Lost Memories,"Action, Sci-Fi",bones,26,2008-07-01,Ona,73.0,AniList,2008.0
2065,Planetarian,"Drama, Fantasy, Sci-Fi",David Production,5,2016-07-01,Ona,73.0,AniList,2016.0
2066,The Strongest Tank's Labyrinth Raids -A Tank with a Rare 9999 Resistance Skill Got Kicked from the Hero's Party-,"Action, Adventure, Fantasy",STUDIO POLON,12,2024-01-01,Tv,59.0,AniList,2024.0
2067,Mobile Suit Gundam Wing,"Action, Adventure, Drama, Mecha, Sci-Fi",Sunrise,49,1995-04-01,Tv,71.0,AniList,1995.0
2068,Garo: The Animation,"Action, Fantasy, Supernatural",MAPPA,24,2014-10-01,Tv,70.0,AniList,2014.0
2070,Toilet-bound Hanako-kun Season 2,"Action, Comedy, Drama, Mystery, Supernatural",Lerche,12,2025-01-01,Tv,79.0,AniList,2025.0
2071,Val x Love,"Comedy, Ecchi, Romance, Supernatural",Hoods Entertainment,12,2019-10-01,Tv,54.0,AniList,2019.0
2072,The Slayers,"Adventure, Comedy, Fantasy",E&G Films,26,1995-04-01,Tv,74.0,AniList,1995.0
2073,"BASTARD!! -Heavy Metal, Dark Fantasy-","Action, Adventure, Comedy, Ecchi, Fantasy",LIDENFILMS,24,2022-06-01,Ona,63.0,AniList,2022.0
2074,From Bureaucrat to Villainess: Dad's Been Reincarnated!,"Comedy, Fantasy",Ajiado,12,2025-01-01,Tv,73.0,AniList,2025.0
